symbol,date,open,high,low,close,volume
123,2021-09-13 07:00:00,8.88,8.97,8.88,8.97,500.0
ZZZZZZ,2025-04-02 07:00:00,18.55,18.79,18.55,18.55,600.0
ZZZZZZ,2024-12-31 07:00:00,6.6,6.6,6.6,6.6,7200.0
123,2025-02-05 07:00:00,22.28,22.28,22.28,22.28,300.0
ZZZZZZ,2018-01-25 07:00:00,6.5,6.5,6.44,6.5,10300.0
ZZZZZZ,2025-11-26 07:00:00,7.7,7.7,7.7,7.7,2400.0
123,2024-06-05 07:00:00,11.59,11.83,11.38,11.38,24882000.0
ZZZZZZ,2021-06-09 07:00:00,15.09,15.09,14.91,15.03,34100.0
123,2022-09-13 07:00:00,20.52,20.72,20.52,20.66,16820.0
123,2021-07-08 07:00:00,5.0,15.82972602739726,5.0,5.0,687013.0
123,2021-03-02 07:00:00,6.9,6.9,6.9,6.9,705.0
123,2021-08-30 07:00:00,6.6,6.6,6.6,6.6,100.0
ZZZZZZ,2021-12-03 07:00:00,10.2,10.9,10.2,10.8,32190.0
123,2018-10-19 07:00:00,10.15,10.15,10.15,10.15,100.0
ZZZZZZ,2024-12-31 07:00:00,24.0,24.0,22.67,24.0,55782.0
123,2016-05-26 07:00:00,2.4,2.4,2.4,2.4,257360.0
ZZZZZZ,2024-04-17 07:00:00,3.7,3.8,3.6,3.64,230900.0
PTO,2024-05-14 07:00:00,14.62,14.62,14.234465648854961,14.62,100.0
ZZZZZZ,2024-02-21 07:00:00,7.87,7.87,7.87,7.87,127.0
ZZZZZZ,2016-09-26 07:00:00,2.6,2.6,2.5,2.5,63500.0
123,2017-03-27 07:00:00,2.5,2.6,2.5,2.6,144400.0
123,2020-08-07 07:00:00,2.48,2.48,2.48,2.48,5200.0
123,2020-09-01 07:00:00,2.67,2.67,2.67,2.67,16700.0
123,2015-11-10 07:00:00,4.43,4.43,4.31,4.35,289600.0
ZZZZZZ,2018-07-13 07:00:00,7.49,7.54,7.37,7.49,57230.0
ZZZZZZ,2021-07-13 07:00:00,11.83,11.89,11.57,11.86,2739400.0
123,2021-09-13 07:00:00,15.7,16.05,15.31,15.83,8774700.0
ZZZZZZ,2018-06-12 07:00:00,1.0,1.1,1.0,1.1,1800.0
123,2021-06-15 07:00:00,2.9,2.9,2.8,2.9,638400.0
ZZZZZZ,2019-07-05 07:00:00,2.21,2.29,2.21,2.23,36160.0
ZZZZZZ,2024-01-30 07:00:00,2.6,2.7,2.6,2.6,70200.0
123,2016-02-25 07:00:00,0.65,0.65,0.65,0.65,148520.0
ZZZZZZ,2017-10-09 07:00:00,10.39,10.39,10.07,10.16,5650.0
ZZZZZZ,2017-12-05 07:00:00,3.94,3.94,3.94,3.94,100.0
123,2018-01-02 07:00:00,3.55,3.75,3.55,3.75,490.0
123,2024-09-16 07:00:00,6.8,6.8,6.7,6.8,639.0
ZZZZZZ,2021-03-11 07:00:00,32.2,32.2,32.2,32.2,1700.0
ZZZZZZ,2023-11-01 07:00:00,4.8,4.8,4.4,4.7,4102.0
123,2017-11-30 07:00:00,0.62,0.7,0.54,0.7,56700.0
123,2020-09-17 07:00:00,15.88,15.88,15.5,15.65,149433.0
123,2018-05-04 07:00:00,5.56,5.56,5.56,5.56,240.0
123,2020-05-06 07:00:00,8.12,8.3,8.12,8.25,141950.0
123,2023-02-03 07:00:00,6.25,6.25,5.8,6.1,794000.0
123,2018-12-21 07:00:00,16.0,16.0,16.0,16.0,700.0
ZZZZZZ,2021-07-02 07:00:00,21.29,21.37,21.29,21.29,8108.0
ZZZZZZ,2017-12-05 07:00:00,3.24,3.44,3.24,3.44,19430.0
123,2016-01-08 07:00:00,4.37,4.51,4.37,4.51,44300.0
123,2017-06-02 07:00:00,7.87,7.87,7.71,7.82,34480.0
123,2018-12-21 07:00:00,8.59,8.59,8.53,8.59,3980.0
ZZZZZZ,2019-04-02 07:00:00,8.8,8.95,8.8,8.95,7130.0
123,2020-06-09 07:00:00,9.33,9.52,9.33,9.52,6560.0
ZZZZZZ,2021-12-14 07:00:00,14.71,14.83,14.71,14.75,23100.0
ZZZZZZ,2023-11-28 07:00:00,23.1,23.1,22.38,23.1,49300.0
ZZZZZZ,2025-09-17 07:00:00,29.0,29.05,29.0,29.05,6900.0
ZZZZZZ,2019-09-16 07:00:00,17.93,17.93,16.6,17.82,260.0
123,2023-02-03 07:00:00,21.81,22.37,21.81,22.37,3600.0
ZZZZZZ,2021-04-15 07:00:00,28.05,28.05,28.05,28.05,900.0
ZZZZZZ,2018-11-02 07:00:00,1.27,1.33,1.27,1.33,200.0
ZZZZZZ,2019-04-19 07:00:00,1.64,1.64,1.64,1.64,6200.0
ZZZZZZ,2026-02-27 07:00:00,20.7,20.8,20.4,20.5,40100.0
ZZZZZZ,2017-11-20 07:00:00,3.56,3.56,3.02,3.2,5100.0
ZZZZZZ,2021-12-16 07:00:00,8.3,8.3,7.9,8.1,15400.0
123,2022-02-21 07:00:00,7.6,7.8,7.6,7.8,16400.0
123,2023-08-07 07:00:00,4.1,4.4,4.1,4.2,313010.0
123,2023-08-30 07:00:00,3.9,3.9,3.7,3.8,9200.0
ZZZZZZ,2023-11-28 07:00:00,3.6,3.6,3.5,3.6,8200.0
123,2024-01-22 07:00:00,3.4,3.5,3.4,3.5,1100.0
ZZZZZZ,2018-03-05 07:00:00,11.9,11.9,11.9,11.9,17000.0
123,2026-01-07 07:00:00,20.5,20.5,20.5,20.5,100.0
123,2021-07-13 07:00:00,16.39,16.39,15.53,16.18,3800.0
123,2023-08-07 07:00:00,26.99,26.99,26.66,26.95,7000.0
123,2022-08-19 07:00:00,18.8,21.76,18.8,21.76,16600.0
ZZZZZZ,2023-11-29 07:00:00,12.74,12.74,12.56,12.56,7000.0
ZZZZZZ,2020-04-20 07:00:00,6.9,7.1,6.3,7.1,362.0
ZZZZZZ,2022-08-25 07:00:00,8.5,8.8,8.5,8.8,200.0
ZZZZZZ,2021-09-15 07:00:00,17.34,17.52,16.98,17.38,5637639.0
123,2023-05-09 07:00:00,9.22,9.22,8.97,9.14,12368777.0
123,2024-10-03 07:00:00,13.71,13.88,13.37,13.45,15628097.0
ZZZZZZ,2026-02-26 07:00:00,18.9,19.1,18.7,19.0,7064800.0
ZZZZZZ,2021-06-09 07:00:00,12.98,13.08,12.98,13.08,2300.0
ZZZZZZ,2025-09-17 07:00:00,17.8,18.0,17.8,17.9,13900.0
ZZZZZZ,2018-11-02 07:00:00,0.7,0.7,0.7,0.7,3000.0
ZZZZZZ,2021-06-18 07:00:00,7.88,7.88,7.88,7.88,4000.0
ZZZZZZ,2022-10-28 07:00:00,6.76,6.76,6.76,6.76,2000.0
123,2015-11-10 07:00:00,11.66,12.3,11.66,12.3,200.0
ZZZZZZ,2023-05-24 07:00:00,6.29,6.29,5.81,6.21,7300.0
ZZZZZZ,2017-06-02 07:00:00,13.96,13.96,13.71,13.76,1710.0
123,2019-06-05 07:00:00,11.73,11.73,10.99,11.36,2310.0
ZZZZZZ,2020-11-24 07:00:00,11.82,11.91,11.82,11.91,1000.0
123,2024-10-01 07:00:00,8.9,8.94,8.9,8.93,10000.0
ZZZZZZ,2025-03-04 07:00:00,9.98,10.1,9.41,10.0,4200.0
123,2023-08-30 07:00:00,64.1,64.5,64.0,64.3,63200.0
123,2025-04-18 07:00:00,81.3,82.5,81.3,81.5,13429.0
123,2020-07-20 07:00:00,3.8,3.8,3.8,3.8,6600.0
ZZZZZZ,2019-09-06 07:00:00,10.2,10.2,10.1,10.15,1276330.0
ZZZZZZ,2022-01-26 07:00:00,35.0,36.5,34.8,35.55,48906400.0
123,2024-10-10 07:00:00,34.5,34.8,33.6,33.6,20748300.0
123,2018-10-15 07:00:00,17.39,17.39,17.17,17.17,4340.0
ZZZZZZ,2015-10-29 07:00:00,3.53,3.53,3.53,3.53,10.0
ZZZZZZ,2017-07-07 07:00:00,12.56,12.65,12.35,12.44,49630.0
ZZZZZZ,2017-11-20 07:00:00,11.33,11.43,11.08,11.36,40130.0
123,2022-09-13 07:00:00,30.89,30.89,30.86,30.89,300.0
123,2021-08-31 07:00:00,22.7,22.7,21.8,22.7,34100.0
123,2022-01-11 07:00:00,28.27,28.27,27.18,27.46,17000.0
123,2023-03-15 07:00:00,27.51,27.6,27.51,27.51,300.0
ZZZZZZ,2026-03-10 07:00:00,35.46,35.46,35.46,35.46,300.0
ZZZZZZ,2025-01-10 07:00:00,8.6,8.82,8.6,8.6,13600.0
ZZZZZZ,2021-05-13 07:00:00,20.61,20.74,20.61,20.61,11033.0
123,2016-07-25 07:00:00,3.33,3.33,3.28,3.33,51580.0
ZZZZZZ,2021-07-13 07:00:00,15.68,15.81,14.54,15.63,176800.0
123,2018-12-06 07:00:00,6.99,6.99,6.99,6.99,100.0
TDT,2021-07-06 07:00:00,7.57,7.64,6.789221991701245,7.413179668165044,4855200.0
123,2018-04-03 07:00:00,3.31,3.31,3.31,3.31,500.0
123,2022-02-21 07:00:00,17.05,17.05,16.5,17.05,813000.0
ZZZZZZ,2023-08-03 07:00:00,3.58,3.58,3.46,3.5,169600.0
123,2023-08-30 07:00:00,8.37,8.37,8.28,8.28,2600.0
123,2016-03-23 07:00:00,3.04,3.34,3.01,3.23,1500.0
ZZZZZZ,2021-01-22 07:00:00,6.06,6.06,5.91,5.98,3300.0
123,2018-01-16 07:00:00,11.62,11.62,11.62,11.62,100.0
123,2016-06-28 07:00:00,5.94,5.94,5.51,5.51,4700.0
ZZZZZZ,2022-04-13 07:00:00,16.0,17.0,16.0,17.0,30800.0
ZZZZZZ,2022-06-06 07:00:00,27.45,27.45,25.6,25.6,130800.0
ZZZZZZ,2022-07-21 07:00:00,20.45,20.45,19.95,20.05,12300.0
123,2025-03-06 07:00:00,15.7,15.95,15.55,15.55,23600.0
123,2018-01-02 07:00:00,3.77,3.77,3.77,3.77,100.0
123,2016-12-26 07:00:00,7.53,7.53,7.53,7.53,100.0
123,2018-06-27 07:00:00,2.7,2.7,2.7,2.7,1810.0
123,2016-07-20 07:00:00,28.4,30.1,28.4,29.9,778620.0
ZZZZZZ,2021-06-09 07:00:00,7.6,7.8,7.56,7.77,47900.0
ZZZZZZ,2024-12-31 07:00:00,4.39,4.4,4.3,4.31,67400.0
123,2021-07-13 07:00:00,9.04,9.04,9.04,9.04,200.0
123,2024-09-16 07:00:00,9.32,9.32,9.32,9.32,7.0
ZZZZZZ,2025-04-09 07:00:00,10.71,10.71,10.71,10.71,200.0
123,2018-06-14 07:00:00,6.25,6.25,6.15,6.2,22990.0
123,2020-07-06 07:00:00,5.89,5.93,5.86,5.93,55120.0
ZZZZZZ,2023-04-24 07:00:00,11.66,11.95,11.66,11.85,4773400.0
123,2024-08-26 07:00:00,6.29,6.29,5.66,5.66,5444.0
ZZZZZZ,2021-04-20 07:00:00,9.72,9.78,9.72,9.72,7421.0
ZZZZZZ,2025-02-24 07:00:00,13.865266798418972,14.581755952380952,7.92,8.43,684111.0
123,2016-12-26 07:00:00,14.3,15.07,14.3,15.07,1850.0
ZZZZZZ,2017-06-26 07:00:00,19.83,20.02,18.31,19.64,48760.0
ZZZZZZ,2018-01-25 07:00:00,17.26,17.26,15.83,16.69,680.0
ZZZZZZ,2018-06-12 07:00:00,11.92,13.25,11.54,13.16,2560.0
ZZZZZZ,2019-07-05 07:00:00,12.87,12.87,12.11,12.11,1200.0
ZZZZZZ,2023-07-11 07:00:00,14.53,14.53,14.53,14.53,1000.0
ZZZZZZ,2017-09-08 07:00:00,10.07,10.17,9.79,9.79,1400.0
ZZZZZZ,2021-03-11 07:00:00,4.8,4.9,4.8,4.9,3800.0
ZZZZZZ,2022-04-12 07:00:00,14.1,14.4,13.15,13.15,233800.0
ZZZZZZ,2020-07-02 07:00:00,34.34,34.34,33.68,34.12,3230.0
123,2019-07-11 07:00:00,5.6,5.8,5.3,5.8,42900.0
123,2021-03-02 07:00:00,4.35,4.35,4.35,4.35,800.0
123,2016-03-23 07:00:00,3.83,3.98,3.71,3.98,35500.0
123,2022-01-25 07:00:00,13.38,13.47,13.38,13.42,10100.0
123,2023-12-25 07:00:00,8.61,8.69,8.61,8.66,4900.0
123,2025-03-25 07:00:00,11.8,11.8,11.4,11.4,12400.0
ZZZZZZ,2024-12-23 07:00:00,8.4,8.9,8.4,8.9,1704.0
ZZZZZZ,2021-01-22 07:00:00,31.84,32.11,31.64,32.11,52400.0
123,2022-04-26 07:00:00,25.03,26.3,25.03,25.42,3050.0
ZZZZZZ,2026-02-03 07:00:00,24.7,25.1,24.2,24.6,25000.0
123,2016-07-25 07:00:00,2.94,2.94,2.94,2.94,100.0
ZZZZZZ,2017-06-02 07:00:00,12.09,12.09,11.47,12.09,11600.0
ZZZZZZ,2017-06-26 07:00:00,13.0,13.0,12.0,12.0,1000.0
ZZZZZZ,2017-10-09 07:00:00,4.98,5.08,4.89,5.08,107200.0
123,2023-10-20 07:00:00,2.2,2.2,2.2,2.2,1520.0
123,2025-03-19 07:00:00,2.0,2.1,2.0,2.0,9007.0
123,2024-08-23 07:00:00,22.6,22.9,22.3,22.3,5300.0
ZZZZZZ,2021-10-12 07:00:00,14.51,18.16,14.51,18.16,202.0
123,2016-06-28 07:00:00,18.62,19.65,18.49,19.65,99920.0
ZZZZZZ,2017-11-20 07:00:00,14.77,14.98,14.35,14.7,17480.0
123,2023-04-03 07:00:00,30.43,30.43,29.3,29.3,2100.0
ZZZZZZ,2025-07-17 07:00:00,62.83,62.83,62.45,62.64,95700.0
ZZZZZZ,2016-03-11 07:00:00,8.07,8.52,7.95,8.4,309190.0
123,2022-01-25 07:00:00,23.11,23.11,23.11,23.11,210.0
ZZZZZZ,2026-03-20 07:00:00,11.5,11.5,11.5,11.5,100.0
123,2022-12-15 07:00:00,53.0,53.1,50.7,50.7,2949400.0
123,2024-08-22 07:00:00,39.75,40.15,39.5,39.8,9224500.0
ZZZZZZ,2021-05-13 07:00:00,13.2,13.2,13.2,13.2,1000.0
ZZZZZZ,2016-08-17 07:00:00,1.8,1.8,1.8,1.8,81500.0
ZZZZZZ,2023-12-05 07:00:00,8.1,8.2,7.9,8.1,380202.0
123,2020-03-31 07:00:00,96.5,98.9,96.0,97.2,153980.0
123,2015-10-21 07:00:00,7.34,7.41,7.18,7.18,102310.0
123,2016-05-09 07:00:00,10.97,10.97,10.74,10.74,60500.0
ZZZZZZ,2016-12-27 07:00:00,14.35,14.35,14.17,14.17,95416.0
ZZZZZZ,2019-07-09 07:00:00,3.8,3.8,3.6,3.8,700.0
123,2022-09-13 07:00:00,4.3,4.3,4.1,4.3,170500.0
ZZZZZZ,2017-09-28 07:00:00,25.22,25.22,25.22,25.22,1000.0
123,2016-07-20 07:00:00,12.4,12.4,11.9,12.11,79702.0
ZZZZZZ,2021-04-20 07:00:00,27.83,28.59,27.83,28.42,35300.0
ZZZZZZ,2022-01-11 07:00:00,29.13,29.22,28.62,28.96,26400.0
123,2026-01-07 07:00:00,16.4,16.4,16.3,16.3,900.0
ZZZZZZ,2021-12-16 07:00:00,9.1,9.1,8.9,8.9,4100.0
ZZZZZZ,2022-11-01 07:00:00,4.9,4.9,4.8,4.8,1100.0
ZZZZZZ,2025-07-17 07:00:00,7.88,7.88,7.72,7.72,10200.0
ZZZZZZ,2017-09-08 07:00:00,1.17,1.17,1.17,1.17,18200.0
123,2024-02-15 07:00:00,2.3,2.4,2.3,2.3,144900.0
123,2024-07-05 07:00:00,1.6,1.7,1.5,1.5,179097.0
123,2025-06-16 07:00:00,10.1,10.1,10.1,10.1,5300.0
123,2024-12-31 07:00:00,15.0,15.0,14.96,14.96,5500.0
123,2020-04-21 07:00:00,3.82,4.17,3.82,3.82,79900.0
ZZZZZZ,2020-07-17 07:00:00,3.73,4.08,3.64,4.08,72400.0
123,2024-10-03 07:00:00,9.68,9.68,9.68,9.68,11600.0
ZZZZZZ,2019-12-26 07:00:00,8.76,9.37,8.76,9.37,11200.0
ZZZZZZ,2021-12-03 07:00:00,21.31,21.31,19.05,19.99,151600.0
123,2023-10-26 07:00:00,18.24,18.24,18.02,18.17,11324.0
123,2026-01-07 07:00:00,20.4,21.1,20.4,20.6,71000.0
123,2018-01-16 07:00:00,3.04,3.04,2.88,3.04,850000.0
123,2022-05-05 07:00:00,16.57,16.57,15.17,15.5,1436000.0
ZZZZZZ,2022-08-03 07:00:00,15.92,16.85,15.82,16.71,2463500.0
ZZZZZZ,2023-07-11 07:00:00,12.33,12.47,12.1,12.1,3030700.0
123,2022-05-05 07:00:00,6.3,6.8,5.7,6.8,2120.0
ZZZZZZ,2024-09-20 07:00:00,3.0,3.0,3.0,3.0,500.0
123,2022-06-13 07:00:00,33.89,34.86,33.84,33.84,419600.0
ZZZZZZ,2022-11-01 07:00:00,19.05,19.5,18.68,19.45,799500.0
123,2023-01-06 07:00:00,3.88,4.0,3.86,3.87,98200.0
ZZZZZZ,2023-11-28 07:00:00,7.41,7.69,7.4,7.55,197000.0
123,2022-07-13 07:00:00,13.04,13.04,13.04,13.04,300.0
123,2018-10-19 07:00:00,29.13,29.4,29.01,29.36,1825750.0
123,2023-05-29 07:00:00,8.5,8.6,8.3,8.3,13908.0
123,2018-04-03 07:00:00,11.79,11.83,11.76,11.76,26650.0
ZZZZZZ,2020-04-20 07:00:00,13.23,13.23,12.8,12.87,24210.0
ZZZZZZ,2019-07-09 07:00:00,13.37,13.83,13.07,13.07,7260.0
ZZZZZZ,2019-11-28 07:00:00,13.04,13.04,13.04,13.04,140.0
ZZZZZZ,2019-06-14 07:00:00,0.5,0.5,0.5,0.5,8600.0
123,2016-05-09 07:00:00,5.36,5.36,5.1,5.1,17800.0
123,2022-04-26 07:00:00,6.13,6.69,5.39,6.69,16100.0
ZZZZZZ,2020-04-10 07:00:00,28.04,28.35,26.07,27.25,145700.0
123,2020-04-21 07:00:00,26.3,26.38,25.91,25.91,76700.0
123,2020-07-20 07:00:00,14.65,14.65,13.39,13.94,152065.0
123,2023-04-11 07:00:00,11.3,11.5,11.2,11.3,104700.0
123,2016-05-26 07:00:00,8.97,8.97,8.85,8.85,2400.0
ZZZZZZ,2025-09-10 07:00:00,9.4,9.4,8.6,8.6,4800.0
ZZZZZZ,2016-09-26 07:00:00,14.64,14.64,13.89,13.89,2100.0
ZZZZZZ,2024-07-23 07:00:00,7.3,7.3,6.7,7.2,10601.0
123,2021-01-15 07:00:00,6.7,6.8,6.7,6.8,1500.0
ZZZZZZ,2025-04-22 07:00:00,14.37,14.8,14.37,14.8,26200.0
MIG,2021-09-28 07:00:00,15.44,16.8,11.2403785488959,12.519259375920758,862200.0
DSG,2021-03-26 07:00:00,7.2,7.2,5.620581113801453,6.209281214321352,5082440.0
TDT,2021-07-06 07:00:00,7.57,7.64,6.789221991701245,7.413179668165044,142800.0
PTO,2024-05-14 07:00:00,14.62,14.69236641221374,14.62,14.62,100.0
123,2025-08-26 07:00:00,15.04,15.4,14.94,15.4,9800.0
