trading_date,selected_symbols,selected_count,daily_return,benchmark_return,avg_buy_probability,daily_cost_rate,daily_return_net,cumulative_return,cumulative_return_net,benchmark_cumulative_return
2025-04-25,"POW,TPB,APG,ACB,PVT,MSB,MBB,EVG,GEE,VCI",10,0.013834870943823019,0.02560548061956218,0.5204408764839172,0.004,0.009834870943823019,0.2143391231260101,-0.2520365255586263,-0.23061307860461566
2025-04-28,"POW,TPB,DRI,ACB,PC1,MSB,HAG,ANV,DGC,PVT",10,0.037239981166247015,0.03219387949478034,0.5206805467605591,0.004,0.03323998116624702,0.25956108920065946,-0.22717423375515444,-0.20584352877235268
2025-04-29,"POW,DRI,HDG,DBC,MSB,TPB,ACB,DCL,DGC,CTI",10,0.03212446902950687,0.028555425416567155,0.5402736067771912,0.004,0.028124469029506872,0.30002382040145803,-0.2054389194271964,-0.18316605288912746
2025-05-05,"DRI,EVG,MSB,ASM,HDG,CSV,ANV,ACB,IJC,TPB",10,0.026704941047786847,0.023409721066858995,0.5501011610031128,0.004,0.022704941047786847,0.33474087988599766,-0.1873984569339251,-0.16404419802932058
2025-05-06,"EVG,DRI,ASM,NVL,IDI,HDB,DGW,MSB,HT1,IJC",10,0.026338354900089577,0.024448676618111054,0.5620352625846863,0.004,0.022338354900089577,0.36989575888009285,-0.16924627527255476,-0.14360618495990574
2025-05-07,"IJC,EVG,NLG,IDI,ASM,CSM,TS3,PVT,CTI,TPB",10,0.029653708892631504,0.024025495669031997,0.5447161793708801,0.004,0.025653708892631504,0.4105182489271735,-0.1479343610569276,-0.1230308990656741
2025-05-08,"IDI,EVG,BVS,CSV,ASM,MSB,VOS,HDB,APG,VHC",10,0.029299338928603237,0.013963933649139112,0.5094869136810303,0.004,0.025299338928603237,0.45184550116747046,-0.12637766366789005,-0.11078496072788202
2025-05-09,"IDI,EVG,VOS,PVT,NHA,APG,ASM,VCI,CSM,HAG",10,0.014814431582517584,0.01167623706324944,0.4830625057220459,0.004,0.010814431582517584,0.473353767012902,-0.11692993468266721,-0.10040227512913402
2025-05-12,"EVG,IDI,ASM,MSB,HDG,VJC,CTI,SHS,DRI,PVT",10,0.002591258182688094,-0.003663293999388506,0.4909358024597168,0.004,-0.001408741817311906,0.4771716070176686,-0.11817395241129602,-0.10369776607651704
2025-05-13,"IDI,VDS,EVG,CTI,NAG,DPR,CSV,IJC,DCL,ANV",10,-0.0009925024535099136,-0.001474418874263881,0.4782971739768982,0.004,-0.004992502453509914,0.47570551057344845,-0.12257647111745162,-0.10501929100725871
2025-05-14,"EVS,EVG,VOS,VDS,PVT,IDI,HDG,THT,DCL,NLG",10,0.0035671011055145472,-0.0034954405017237123,0.4713822305202484,0.004,-0.00043289889448545286,0.48096950133162886,-0.12295630679310043,-0.1081476428257333
2025-05-15,"EVG,NHA,IDI,GEE,ASM,DCL,VOS,CSM,VDS,LDP",10,-0.006700443560840985,-0.013505428752761492,0.47120732069015503,0.004,-0.010700443560840985,0.4710463487726295,-0.1323410633326524,-0.12019249129353282
2025-05-16,"GEE,EVG,IDI,VOS,VDS,NVL,HAG,CSM,NLG,POW",10,0.020356584029308643,-0.005830738703052377,0.4795455038547516,0.004,0.016356584029308643,0.5009918273824274,-0.11814912702627223,-0.12532241898578378
2025-05-19,"HIO,GEE,IDI,EVG,ASM,VDS,VIG,NVL,POW,VOS",10,0.06164819940649946,0.021971284444471134,0.49560171365737915,0.004,0.057648199406499456,0.5935252708644254,-0.06731201205428716,-0.10610462905611862
2025-05-20,"JVC,ASM,EVS,CSM,IDI,DPR,POW,TPB,NLG,VDS",10,0.031116525874352784,0.025453235447684457,0.4824647307395935,0.004,0.027116525874352784,0.6431102411867136,-0.04202075409645911,-0.0833520997138888
2025-05-21,"VCG,NVL,ASM,VDS,POW,DCL,CSM,NAG,ITD,OIL",10,0.03387178961624508,0.022948234527335992,0.4660625457763672,0.004,0.029871789616245082,0.6987653255924875,-0.01340419960609951,-0.062316648719133005
2025-05-22,"ASM,APG,IDI,CTP,VDS,JVC,VHC",7,0.01766361900778874,0.0304552760219373,0.45816367864608765,0.004,0.01366361900778874,0.7287716690873955,7.626952516726071e-05,-0.03375924343469905
2025-05-23,"GEE,JVC,HAP,ASM",4,-0.0013203603655689011,0.01910227799013802,0.4846547842025757,0.004,-0.005320360365568901,0.726489067494414,-0.005244496621760519,-0.015301843897387424
2025-05-26,"CTP,VHC,JVC,VOS,DPR,ASM",6,-0.02639967120524515,0.008050443416594237,0.48996177315711975,0.004,-0.03039967120524515,0.6809103237731113,-0.035484736854067056,-0.007374587109258646
2025-05-27,"JVC,CTP,NHA,HAP,SAV",5,-0.015348183539244609,0.002613042068450149,0.4914620518684387,0.004,-0.01934818353924461,0.6551114036108305,-0.05414635519181743,-0.004780815147162332
2025-05-28,"JVC,DCL,VNP",3,0.026040828781906316,0.008791449714964253,0.4763704538345337,0.004,0.022040828781906316,0.6982118762872407,-0.033298956953858316,0.0039686042718389825
