time,open,high,low,close,volume
2022-01-04 07:00:00,65.09,68.44,65.09,68.44,1730300
2022-01-05 07:00:00,68.98,70.79,68.85,70.53,2082700
2022-01-06 07:00:00,69.85,70.46,69.12,69.65,828300
2022-01-07 07:00:00,70.19,73.41,69.38,72.21,1777900
2022-01-10 07:00:00,72.21,72.21,68.51,68.51,1000600
2022-01-11 07:00:00,69.18,70.19,68.51,69.38,650100
2022-01-12 07:00:00,70.53,73.15,70.53,72.54,1475800
2022-01-13 07:00:00,73.28,74.56,70.53,70.53,772800
2022-01-14 07:00:00,69.85,71.53,69.52,70.86,539400
2022-01-17 07:00:00,71.67,73.68,65.96,70.26,1451600
2022-01-18 07:00:00,69.85,72.54,69.85,71.87,931200
2022-01-19 07:00:00,72.61,73.15,70.86,71.87,664500
2022-01-20 07:00:00,71.87,72.94,70.86,72.94,717300
2022-01-21 07:00:00,72.54,73.08,70.32,72.14,1063800
2022-01-24 07:00:00,71.87,73.21,71.74,71.94,1029200
2022-01-25 07:00:00,71.2,73.55,69.85,73.55,1322100
2022-01-26 07:00:00,74.09,75.9,73.21,75.36,1440600
2022-01-27 07:00:00,75.56,77.18,74.02,75.09,911500
2022-01-28 07:00:00,75.16,75.9,71.53,73.21,1656400
2022-02-07 07:00:00,76.44,77.91,75.3,77.04,926300
2022-02-08 07:00:00,76.91,77.58,75.63,76.57,637800
2022-02-09 07:00:00,75.9,76.3,73.88,73.88,1828900
2022-02-10 07:00:00,75.23,75.77,73.88,75.23,859800
2022-02-11 07:00:00,75.56,75.77,74.56,74.56,483000
2022-02-14 07:00:00,76.3,79.26,75.77,77.91,1817900
2022-02-15 07:00:00,77.91,80.33,76.3,78.85,1425600
2022-02-16 07:00:00,76.91,77.85,75.9,76.91,723400
2022-02-17 07:00:00,76.84,79.73,76.37,79.73,1128100
2022-02-18 07:00:00,78.25,79.73,77.44,78.59,732400
2022-02-21 07:00:00,78.25,78.59,77.58,77.78,332600
2022-02-22 07:00:00,79.26,79.59,77.91,78.25,721200
2022-02-23 07:00:00,78.99,80.94,78.12,78.59,1292100
2022-02-24 07:00:00,79.26,82.28,78.79,79.93,1890000
2022-02-25 07:00:00,80.67,82.08,78.32,78.72,1320300
2022-02-28 07:00:00,79.93,80.33,78.59,79.26,940300
2022-03-01 07:00:00,79.93,79.93,77.98,79.06,1037700
2022-03-02 07:00:00,80.6,81.41,79.26,80.06,1558200
2022-03-03 07:00:00,81.88,81.88,79.93,81.07,1368500
2022-03-04 07:00:00,80.6,80.6,79.26,79.26,1555800
2022-03-07 07:00:00,84.3,84.3,82.28,83.69,2264100
2022-03-08 07:00:00,82.35,84.5,80.67,81.07,1426800
2022-03-09 07:00:00,82.48,84.09,81.07,82.08,1297600
2022-03-10 07:00:00,79.26,80.47,78.45,79.59,963500
2022-03-11 07:00:00,79.26,79.26,75.43,75.83,1619500
2022-03-14 07:00:00,73.88,75.23,71.2,71.2,1389300
2022-03-15 07:00:00,69.85,72.54,68.51,72.54,967000
2022-03-16 07:00:00,72.88,73.88,71.2,73.35,617000
2022-03-17 07:00:00,72.61,73.75,71.2,71.2,744100
2022-03-18 07:00:00,72.54,73.75,72.21,73.15,601000
2022-03-21 07:00:00,73.48,77.24,73.15,76.57,830800
2022-03-22 07:00:00,77.24,78.25,76.24,77.24,788400
2022-03-23 07:00:00,76.77,77.38,75.3,75.43,620500
2022-03-24 07:00:00,77.18,77.24,75.16,75.43,596000
2022-03-25 07:00:00,76.5,76.57,72.54,74.35,385200
2022-03-28 07:00:00,74.42,75.9,74.09,74.22,357200
2022-03-29 07:00:00,73.88,75.9,73.15,75.16,695700
2022-03-30 07:00:00,74.49,74.82,73.28,73.95,590500
2022-03-31 07:00:00,73.88,75.16,72.68,72.74,374200
2022-04-01 07:00:00,72.41,74.49,71.87,73.68,429800
2022-04-04 07:00:00,73.95,75.83,73.82,75.5,610500
2022-04-05 07:00:00,75.7,77.11,74.56,76.77,727800
2022-04-06 07:00:00,76.84,78.25,76.03,76.37,832600
2022-04-07 07:00:00,76.37,77.24,75.16,75.77,729000
2022-04-08 07:00:00,76.44,76.91,74.02,74.02,617300
2022-04-12 07:00:00,74.35,75.56,71.87,73.15,632900
2022-04-13 07:00:00,73.28,74.22,72.47,73.95,513600
2022-04-14 07:00:00,74.82,75.56,74.76,74.96,461700
2022-04-15 07:00:00,75.56,79.26,75.23,77.31,1786900
2022-04-18 07:00:00,78.45,79.19,76.71,77.44,848000
2022-04-19 07:00:00,78.92,78.92,76.5,76.5,676400
2022-04-20 07:00:00,76.3,76.3,71.53,71.6,1409200
2022-04-21 07:00:00,69.85,72.74,69.18,70.53,1072500
2022-04-22 07:00:00,70.59,75.43,67.17,75.43,1341800
2022-04-25 07:00:00,73.21,75.43,70.19,70.19,684200
2022-04-26 07:00:00,68.51,73.21,65.89,73.21,669700
2022-04-27 07:00:00,70.53,74.89,69.85,74.56,789600
2022-04-28 07:00:00,74.09,74.09,72.34,72.34,215400
2022-04-29 07:00:00,71.87,72.81,70.53,71.2,548300
2022-05-04 07:00:00,72.27,73.88,72.0,72.54,521100
2022-05-05 07:00:00,74.56,74.56,73.15,73.48,351200
2022-05-06 07:00:00,71.53,73.82,71.53,73.75,576300
2022-05-09 07:00:00,73.21,73.21,69.18,70.46,571900
2022-05-10 07:00:00,67.5,72.61,67.17,72.54,645200
2022-05-11 07:00:00,72.07,73.55,71.2,73.15,328500
2022-05-12 07:00:00,72.54,72.54,69.59,70.93,833900
2022-05-13 07:00:00,70.06,71.53,67.17,67.17,899400
2022-05-16 07:00:00,69.18,69.59,63.81,63.81,955900
2022-05-17 07:00:00,63.81,67.77,63.14,67.77,516700
2022-05-18 07:00:00,67.84,71.47,67.37,70.53,909900
2022-05-19 07:00:00,66.83,71.53,66.83,71.06,1136600
2022-05-20 07:00:00,70.86,71.67,69.59,70.19,292900
2022-05-23 07:00:00,70.86,71.0,69.05,69.52,541100
