model_name,trading_date,selected_symbols,selected_count,daily_return,benchmark_return,avg_buy_probability,daily_cost_rate,daily_return_net,cumulative_return,cumulative_return_net,benchmark_cumulative_return,created_at
model3,2024-11-18,"ANT,CSM,VOS",3,-0.013640112786863426,0.007077565478845202,0.40676775574684143,0.004,-0.017640112786863428,-0.16143452363673183,-0.18196790546716413,-0.08593330675563837,2026-06-08 20:08:44
model3,2024-11-19,"VOS,CTR",2,0.01859819592220119,0.026822658036720907,0.392829954624176,0.004,0.014598195922201188,-0.14583871861373376,-0.17002611268052514,-0.0614156084199885,2026-06-08 20:08:44
model3,2024-11-20,HAG,1,0.008583690987124415,0.01845231813974204,0.3563080132007599,0.004,0.004583690987124415,-0.13850686212114782,-0.16622176885367024,-0.04409655062555795,2026-06-08 20:08:44
model3,2024-11-21,VOS,1,0.016358463726884764,0.012621170318740235,0.37637031078338623,0.004,0.012358463726884764,-0.12441415787419652,-0.15591755082778214,-0.03203193038273189,2026-06-08 20:08:44
model3,2024-11-22,"CSM,VOS",2,0.05792583606075008,0.024696506803032696,0.39167243242263794,0.004,0.053925836060750076,-0.07369511592610356,-0.11039969905196478,-0.008126500366310574,2026-06-08 20:08:44
model3,2024-11-25,"VOS,CSM",2,0.03455422036410083,0.014603526465821293,0.36510252952575684,0.004,0.03055422036410083,-0.04168737283747137,-0.08321865542082796,0.00635835053633671,2026-06-08 20:08:44
model3,2024-11-26,"NHA,VOS,CSM",3,0.02172333589776169,0.010813496536598495,0.3985646665096283,0.004,0.01772333589776169,-0.020869625742553244,-0.06697023170604965,0.01724060307443831,2026-06-08 20:08:44
model3,2024-11-27,"VOS,CSM",2,0.022064454388939114,0.00436980818572341,0.3714849352836609,0.004,0.018064454388939114,0.0007343517410751677,-0.050115558013181016,0.021685749388603126,2026-06-08 20:08:44
model3,2024-11-28,"CSM,NHA,DBD",3,0.044140818340778876,0.025575489403258458,0.3868391513824463,0.004,0.04014081834077887,0.04490758496865488,-0.011986419182656083,0.04781586244555158,2026-06-08 20:08:44
model3,2024-11-29,"DBD,VOS,NHA,MIG",4,0.04922688255591573,0.01822388012025401,0.38718265295028687,0.004,0.045226882555915726,0.09634512793569239,0.03269835500061968,0.06691113311086005,2026-06-08 20:08:44
model3,2024-12-02,CSM,1,0.06025934401220456,0.02593478066477317,0.37188780307769775,0.004,0.05625934401220456,0.16241016615607373,0.09079728701543721,0.09458123933689477,2026-06-08 20:08:44
