model_name,trading_date,symbol,predicted_signal,adjusted_signal,sell_probability,hold_probability,buy_probability,encode_sector,sector,close,volume,target_signal,target_return,predicted_signal_score,signal_confidence,buy_sell_margin,created_at
model3,2026-01-12,RIC,HOLD,HOLD,0.2284297,0.4316899,0.33988047,12,12,12.1,5600.0,BUY,0.07438016528925617,0.11145076,0.4316899,0.11145076,2026-06-08 20:08:43
model3,2026-01-13,RIC,HOLD,HOLD,0.2576833,0.5071714,0.23514532,12,12,12.4,4800.0,BUY,0.040322580645161255,-0.022537991,0.5071714,-0.022537991,2026-06-08 20:08:43
model3,2026-01-14,RIC,HOLD,HOLD,0.24652891,0.5386626,0.21480851,12,12,12.3,11800.0,HOLD,0.016260162601625883,-0.0317204,0.5386626,-0.0317204,2026-06-08 20:08:43
model3,2026-01-15,RIC,SELL,HOLD,0.438398,0.35802686,0.20357518,12,12,12.7,6800.0,HOLD,0.023622047244094446,-0.23482282,0.438398,-0.23482282,2026-06-08 20:08:43
model3,2026-01-16,RIC,SELL,HOLD,0.39151257,0.3673887,0.24109878,12,12,13.0,11200.0,HOLD,-0.01538461538461533,-0.1504138,0.39151257,-0.1504138,2026-06-08 20:08:43
model3,2026-01-19,RIC,SELL,HOLD,0.39510688,0.37294602,0.23194712,12,12,13.0,500.0,SELL,-0.038461538461538436,-0.16315976,0.39510688,-0.16315976,2026-06-08 20:08:43
model3,2026-01-20,RIC,HOLD,HOLD,0.32689133,0.4596981,0.21341051,12,12,12.9,18200.0,SELL,-0.06201550387596899,-0.11348082,0.4596981,-0.11348082,2026-06-08 20:08:43
model3,2026-01-21,RIC,HOLD,HOLD,0.17637636,0.44481257,0.37881103,12,12,12.5,18300.0,BUY,0.07200000000000006,0.20243467,0.44481257,0.20243467,2026-06-08 20:08:43
model3,2026-01-22,RIC,HOLD,HOLD,0.26901793,0.48560303,0.24537897,12,12,13.0,16600.0,BUY,0.08461538461538454,-0.023638964,0.48560303,-0.023638964,2026-06-08 20:08:43
model3,2026-01-23,RIC,HOLD,HOLD,0.23934476,0.51547605,0.2451792,12,12,12.8,400.0,BUY,0.09375,0.0058344454,0.51547605,0.0058344454,2026-06-08 20:08:43
model3,2026-01-26,RIC,HOLD,HOLD,0.22512163,0.5082099,0.26666847,12,12,12.5,12500.0,BUY,0.10400000000000009,0.041546836,0.5082099,0.041546836,2026-06-08 20:08:43
model3,2026-01-27,RIC,BUY,HOLD,0.15259369,0.38668412,0.4607222,12,12,12.1,1100.0,BUY,0.14049586776859524,0.30812854,0.4607222,0.30812854,2026-06-08 20:08:43
model3,2026-01-28,RIC,SELL,HOLD,0.47625354,0.31734845,0.20639805,12,12,13.4,4500.0,BUY,0.029850746268656803,-0.2698555,0.47625354,-0.2698555,2026-06-08 20:08:43
model3,2026-01-30,RIC,SELL,SELL,0.60537714,0.22874351,0.16587938,12,12,14.1,7400.0,SELL,-0.14893617021276595,-0.43949777,0.60537714,-0.43949777,2026-06-08 20:08:43
model3,2026-02-02,RIC,SELL,HOLD,0.47019416,0.32319275,0.20661314,12,12,14.0,5700.0,SELL,-0.1071428571428571,-0.26358104,0.47019416,-0.26358104,2026-06-08 20:08:43
model3,2026-02-04,RIC,HOLD,HOLD,0.35895282,0.41046783,0.2305793,12,12,13.8,9200.0,SELL,-0.10869565217391308,-0.12837352,0.41046783,-0.12837352,2026-06-08 20:08:43
model3,2026-02-05,RIC,SELL,HOLD,0.43267033,0.3698623,0.1974674,12,12,13.8,300.0,SELL,-0.16666666666666674,-0.23520292,0.43267033,-0.23520292,2026-06-08 20:08:43
model3,2026-02-06,RIC,HOLD,HOLD,0.36270478,0.40103334,0.23626187,12,12,13.8,300.0,SELL,-0.12318840579710155,-0.12644291,0.40103334,-0.12644291,2026-06-08 20:08:43
model3,2026-02-09,RIC,BUY,BUY,0.13482046,0.18881634,0.67636317,12,12,12.0,1300.0,HOLD,-0.008333333333333304,0.5415427,0.67636317,0.5415427,2026-06-08 20:08:43
model3,2026-02-10,RIC,BUY,HOLD,0.25334617,0.35270792,0.39394593,12,12,12.5,1100.0,SELL,-0.040000000000000036,0.14059976,0.39394593,0.14059976,2026-06-08 20:08:43
model3,2026-02-12,RIC,SELL,HOLD,0.3812293,0.3294119,0.28935876,12,12,12.3,3100.0,SELL,-0.0325203252032521,-0.09187055,0.3812293,-0.09187055,2026-06-08 20:08:43
model3,2026-02-13,RIC,BUY,BUY,0.17393398,0.21632716,0.6097389,12,12,11.5,2300.0,SELL,-0.026086956521739202,0.4358049,0.6097389,0.4358049,2026-06-08 20:08:43
model3,2026-02-23,RIC,BUY,HOLD,0.34751225,0.3012632,0.35122457,12,12,12.1,1600.0,SELL,-0.07438016528925628,0.0037123263,0.35122457,0.0037123263,2026-06-08 20:08:43
model3,2026-02-25,RIC,BUY,HOLD,0.23192242,0.37427476,0.39380282,12,12,11.9,1900.0,HOLD,0.008403361344537785,0.1618804,0.39380282,0.1618804,2026-06-08 20:08:43
model3,2026-02-26,RIC,HOLD,HOLD,0.3097411,0.38660887,0.30365,12,12,12.0,3400.0,SELL,-0.125,-0.006091118,0.38660887,-0.006091118,2026-06-08 20:08:43
model3,2026-02-27,RIC,HOLD,HOLD,0.293862,0.3879913,0.31814665,12,12,11.9,1900.0,HOLD,0.008403361344537785,0.02428466,0.3879913,0.02428466,2026-06-08 20:08:43
model3,2026-03-02,RIC,BUY,HOLD,0.19205862,0.22117944,0.58676195,12,12,11.2,7600.0,BUY,0.03571428571428581,0.39470333,0.58676195,0.39470333,2026-06-08 20:08:43
model3,2026-03-03,RIC,BUY,HOLD,0.22209963,0.29062015,0.48728022,12,12,11.2,5400.0,SELL,-0.0892857142857143,0.2651806,0.48728022,0.2651806,2026-06-08 20:08:43
model3,2026-03-04,RIC,SELL,HOLD,0.43337405,0.29797968,0.26864624,12,12,12.0,700.0,SELL,-0.04166666666666663,-0.1647278,0.43337405,-0.1647278,2026-06-08 20:08:43
model3,2026-03-09,RIC,BUY,BUY,0.17369787,0.17710368,0.6491985,12,12,10.5,600.0,BUY,0.11428571428571432,0.47550058,0.6491985,0.47550058,2026-06-08 20:08:43
model3,2026-03-11,RIC,SELL,HOLD,0.46489164,0.25984585,0.27526253,12,12,12.0,600.0,SELL,-0.025000000000000022,-0.18962911,0.46489164,-0.18962911,2026-06-08 20:08:43
model3,2026-03-12,RIC,BUY,HOLD,0.26257575,0.29468745,0.44273677,12,12,11.6,400.0,HOLD,0.0,0.18016103,0.44273677,0.18016103,2026-06-08 20:08:43
model3,2026-03-13,RIC,BUY,BUY,0.20597392,0.17653707,0.61748904,12,12,10.2,3300.0,BUY,0.15686274509803932,0.41151512,0.61748904,0.41151512,2026-06-08 20:08:43
model3,2026-03-16,RIC,BUY,HOLD,0.31559628,0.23505038,0.44935337,12,12,11.5,500.0,HOLD,0.008695652173912993,0.13375708,0.44935337,0.13375708,2026-06-08 20:08:43
model3,2026-03-17,RIC,SELL,HOLD,0.37347987,0.2913045,0.33521563,12,12,11.7,100.0,HOLD,0.0,-0.038264245,0.37347987,-0.038264245,2026-06-08 20:08:43
model3,2026-03-18,RIC,SELL,HOLD,0.44921464,0.29545093,0.2553344,12,12,11.7,1000.0,HOLD,-0.008547008547008517,-0.19388023,0.44921464,-0.19388023,2026-06-08 20:08:43
model3,2026-03-19,RIC,BUY,HOLD,0.3279933,0.33306587,0.33894086,12,12,11.6,100.0,SELL,-0.051724137931034475,0.010947555,0.33894086,0.010947555,2026-06-08 20:08:43
model3,2026-03-23,RIC,SELL,HOLD,0.40636984,0.30853352,0.28509665,12,12,11.8,100.0,SELL,-0.025423728813559365,-0.12127319,0.40636984,-0.12127319,2026-06-08 20:08:43
model3,2026-03-24,RIC,HOLD,HOLD,0.22442801,0.44430748,0.3312645,12,12,11.6,300.0,HOLD,-0.01724137931034475,0.10683648,0.44430748,0.10683648,2026-06-08 20:08:43
model3,2026-03-26,RIC,HOLD,HOLD,0.24433886,0.43807587,0.3175853,12,12,11.7,2000.0,SELL,-0.05982905982905973,0.073246434,0.43807587,0.073246434,2026-06-08 20:08:43
model3,2026-03-27,RIC,HOLD,HOLD,0.27470002,0.4293073,0.29599267,12,12,11.6,100.0,SELL,-0.13793103448275856,0.021292657,0.4293073,0.021292657,2026-06-08 20:08:43
model3,2026-03-31,RIC,BUY,HOLD,0.13849127,0.30757976,0.55392903,12,12,11.0,5500.0,HOLD,-0.018181818181818077,0.41543776,0.55392903,0.41543776,2026-06-08 20:08:43
model3,2026-04-01,RIC,HOLD,HOLD,0.341644,0.3715845,0.2867715,12,12,11.5,1300.0,SELL,-0.04347826086956519,-0.054872483,0.3715845,-0.054872483,2026-06-08 20:08:43
model3,2026-04-02,RIC,HOLD,HOLD,0.29815468,0.4637754,0.23806988,12,12,11.4,700.0,SELL,-0.03508771929824561,-0.060084805,0.4637754,-0.060084805,2026-06-08 20:08:43
model3,2026-04-03,RIC,BUY,HOLD,0.2036927,0.32276967,0.47353756,12,12,11.0,300.0,HOLD,-0.009090909090909038,0.26984486,0.47353756,0.26984486,2026-06-08 20:08:43
model3,2026-04-08,RIC,BUY,BUY,0.182789,0.19825774,0.6189533,12,12,10.0,16400.0,HOLD,0.0,0.4361643,0.6189533,0.4361643,2026-06-08 20:08:43
model3,2026-04-09,RIC,BUY,HOLD,0.33296436,0.31172183,0.35531387,12,12,10.8,1000.0,SELL,-0.06481481481481488,0.022349507,0.35531387,0.022349507,2026-06-08 20:08:43
model3,2026-04-10,RIC,HOLD,HOLD,0.29002294,0.3785388,0.3314383,12,12,11.0,200.0,SELL,-0.0818181818181819,0.041415364,0.3785388,0.041415364,2026-06-08 20:08:43
model3,2026-04-13,RIC,HOLD,HOLD,0.318434,0.348327,0.33323902,12,12,11.0,1500.0,SELL,-0.09090909090909094,0.014805019,0.348327,0.014805019,2026-06-08 20:08:43
model3,2026-04-14,RIC,HOLD,HOLD,0.34344003,0.4049756,0.25158432,12,12,10.9,2000.0,SELL,-0.0825688073394496,-0.091855705,0.4049756,-0.091855705,2026-06-08 20:08:43
model3,2026-04-15,RIC,BUY,HOLD,0.20694435,0.24428543,0.5487702,12,12,10.0,21200.0,SELL,-0.05999999999999994,0.34182584,0.5487702,0.34182584,2026-06-08 20:08:43
model3,2026-04-16,RIC,BUY,HOLD,0.22859466,0.29193145,0.47947392,12,12,10.1,2500.0,SELL,-0.04950495049504955,0.25087926,0.47947392,0.25087926,2026-06-08 20:08:43
model3,2026-04-17,RIC,BUY,HOLD,0.2440401,0.296223,0.4597369,12,12,10.1,100.0,SELL,-0.18811881188118817,0.21569681,0.4597369,0.21569681,2026-06-08 20:08:43
model3,2026-04-21,RIC,BUY,HOLD,0.22466329,0.34322757,0.4321091,12,12,10.0,400.0,SELL,-0.09000000000000008,0.2074458,0.4321091,0.2074458,2026-06-08 20:08:43
model3,2026-04-22,RIC,BUY,HOLD,0.23191322,0.35011098,0.41797584,12,12,10.0,5700.0,SELL,-0.09999999999999998,0.18606262,0.41797584,0.18606262,2026-06-08 20:08:43
model3,2026-04-23,RIC,BUY,HOLD,0.17524481,0.23720369,0.58755153,12,12,9.4,4700.0,BUY,0.03191489361702127,0.41230673,0.58755153,0.41230673,2026-06-08 20:08:43
model3,2026-04-24,RIC,BUY,HOLD,0.25834942,0.31041408,0.4312365,12,12,9.6,500.0,SELL,-0.08333333333333326,0.17288709,0.4312365,0.17288709,2026-06-08 20:08:43
model3,2026-04-28,RIC,BUY,BUY,0.21488999,0.15377922,0.6313308,12,12,8.2,16800.0,BUY,0.09756097560975618,0.41644078,0.6313308,0.41644078,2026-06-08 20:08:43
model3,2026-05-04,RIC,SELL,HOLD,0.39860868,0.20657037,0.394821,12,12,9.1,1700.0,HOLD,-0.01098901098901095,-0.0037876964,0.39860868,-0.0037876964,2026-06-08 20:08:43
model3,2026-05-05,RIC,BUY,HOLD,0.2415651,0.24947697,0.5089579,12,12,9.0,1700.0,HOLD,0.011111111111111072,0.2673928,0.5089579,0.2673928,2026-06-08 20:08:43
model3,2026-05-06,RIC,SELL,HOLD,0.46700016,0.23768878,0.29531112,12,12,9.7,300.0,SELL,-0.1030927835051546,-0.17168903,0.46700016,-0.17168903,2026-06-08 20:08:43
model3,2026-05-07,RIC,BUY,HOLD,0.23322104,0.21557218,0.55120677,12,12,8.8,1000.0,HOLD,-0.011363636363636576,0.3179857,0.55120677,0.3179857,2026-06-08 20:08:43
model3,2026-05-08,RIC,SELL,HOLD,0.36119255,0.2903566,0.34845087,12,12,9.0,600.0,HOLD,-0.022222222222222143,-0.012741685,0.36119255,-0.012741685,2026-06-08 20:08:43
model3,2026-05-11,RIC,BUY,HOLD,0.2813491,0.27787796,0.44077298,12,12,9.0,100.0,HOLD,-0.022222222222222143,0.15942389,0.44077298,0.15942389,2026-06-08 20:08:43
model3,2026-05-12,RIC,BUY,HOLD,0.3411133,0.30478618,0.35410056,12,12,9.1,400.0,SELL,-0.04395604395604402,0.012987256,0.35410056,0.012987256,2026-06-08 20:08:43
model3,2026-05-14,RIC,BUY,HOLD,0.22535717,0.2130027,0.56164014,12,12,8.7,100.0,HOLD,0.0,0.33628297,0.56164014,0.33628297,2026-06-08 20:08:43
model3,2025-02-28,RYG,HOLD,HOLD,0.3495035,0.48401877,0.16647774,3,3,12.7,5500.0,SELL,-0.03937007874015752,-0.18302575,0.48401877,-0.18302575,2026-06-08 20:08:43
model3,2025-03-04,RYG,HOLD,HOLD,0.2708388,0.5457283,0.18343288,3,3,12.55,300.0,HOLD,-0.02390438247011961,-0.08740592,0.5457283,-0.08740592,2026-06-08 20:08:43
model3,2025-03-05,RYG,HOLD,HOLD,0.14626509,0.4440177,0.40971714,3,3,12.15,2500.0,HOLD,0.012345679012345734,0.26345205,0.4440177,0.26345205,2026-06-08 20:08:43
model3,2025-03-06,RYG,HOLD,HOLD,0.18460158,0.5422239,0.27317455,3,3,12.2,5000.0,HOLD,0.00819672131147553,0.08857298,0.5422239,0.08857298,2026-06-08 20:08:43
model3,2025-03-07,RYG,HOLD,HOLD,0.20416313,0.55793756,0.23789932,3,3,12.2,5900.0,HOLD,0.0,0.033736184,0.55793756,0.033736184,2026-06-08 20:08:43
model3,2025-03-10,RYG,HOLD,HOLD,0.17893249,0.6364249,0.18464258,3,3,12.2,2800.0,HOLD,0.0,0.005710095,0.6364249,0.005710095,2026-06-08 20:08:43
model3,2025-03-11,RYG,HOLD,HOLD,0.14910506,0.6769092,0.1739858,3,3,12.25,5900.0,HOLD,-0.008163265306122436,0.024880737,0.6769092,0.024880737,2026-06-08 20:08:43
model3,2025-03-12,RYG,HOLD,HOLD,0.11954283,0.7542905,0.12616663,3,3,12.3,1300.0,HOLD,-0.020325203252032464,0.006623797,0.7542905,0.006623797,2026-06-08 20:08:43
model3,2025-03-13,RYG,HOLD,HOLD,0.12238986,0.720103,0.1575071,3,3,12.3,2200.0,HOLD,-0.024390243902439046,0.035117246,0.720103,0.035117246,2026-06-08 20:08:43
model3,2025-03-14,RYG,HOLD,HOLD,0.13199699,0.7121143,0.15588878,3,3,12.2,5200.0,HOLD,-0.012295081967212962,0.023891792,0.7121143,0.023891792,2026-06-08 20:08:43
model3,2025-03-17,RYG,HOLD,HOLD,0.13664815,0.7082971,0.1550548,3,3,12.2,600.0,HOLD,-0.016393442622950727,0.018406644,0.7082971,0.018406644,2026-06-08 20:08:43
model3,2025-03-20,RYG,HOLD,HOLD,0.14202043,0.7126992,0.1452804,3,3,12.15,1200.0,HOLD,-0.012345679012345734,0.0032599717,0.7126992,0.0032599717,2026-06-08 20:08:43
model3,2025-03-21,RYG,HOLD,HOLD,0.24538551,0.63027555,0.12433889,3,3,12.05,4200.0,HOLD,-0.004149377593361092,-0.121046625,0.63027555,-0.121046625,2026-06-08 20:08:43
model3,2025-03-24,RYG,HOLD,HOLD,0.27780735,0.5975849,0.12460774,3,3,12.0,800.0,HOLD,-0.004166666666666763,-0.15319961,0.5975849,-0.15319961,2026-06-08 20:08:43
model3,2025-03-25,RYG,HOLD,HOLD,0.24166688,0.6255545,0.1327786,3,3,12.05,7400.0,HOLD,-0.008298755186722073,-0.10888828,0.6255545,-0.10888828,2026-06-08 20:08:43
model3,2025-03-26,RYG,HOLD,HOLD,0.20537822,0.64972067,0.1449011,3,3,12.0,1900.0,SELL,-0.0708333333333333,-0.060477123,0.64972067,-0.060477123,2026-06-08 20:08:43
model3,2025-03-27,RYG,HOLD,HOLD,0.16163847,0.6932874,0.14507413,3,3,12.0,1100.0,SELL,-0.12916666666666676,-0.01656434,0.6932874,-0.01656434,2026-06-08 20:08:43
model3,2025-03-28,RYG,HOLD,HOLD,0.17613193,0.6771834,0.14668465,3,3,12.0,2000.0,SELL,-0.12916666666666676,-0.029447287,0.6771834,-0.029447287,2026-06-08 20:08:43
model3,2025-03-31,RYG,HOLD,HOLD,0.123121835,0.7131109,0.16376728,3,3,11.95,300.0,SELL,-0.08786610878661083,0.040645443,0.7131109,0.040645443,2026-06-08 20:08:43
model3,2025-04-01,RYG,HOLD,HOLD,0.190319,0.6853137,0.1243673,3,3,11.95,1200.0,SELL,-0.05439330543933041,-0.065951705,0.6853137,-0.065951705,2026-06-08 20:08:43
model3,2025-04-04,RYG,SELL,HOLD,0.374499,0.36985844,0.25564256,3,3,11.15,1000000.0,BUY,0.058295964125560484,-0.11885643,0.374499,-0.11885643,2026-06-08 20:08:43
model3,2025-04-08,RYG,SELL,HOLD,0.39922044,0.28227946,0.31850013,3,3,10.45,3101300.0,BUY,0.16746411483253598,-0.080720305,0.39922044,-0.080720305,2026-06-08 20:08:43
model3,2025-04-11,RYG,HOLD,HOLD,0.39898202,0.4027726,0.19824539,3,3,11.3,7000.0,BUY,0.19026548672566368,-0.20073663,0.4027726,-0.20073663,2026-06-08 20:08:43
model3,2025-04-14,RYG,HOLD,HOLD,0.38313076,0.4210493,0.19581991,3,3,11.8,9900.0,BUY,0.06355932203389836,-0.18731084,0.4210493,-0.18731084,2026-06-08 20:08:43
model3,2025-04-15,RYG,SELL,HOLD,0.4376729,0.38990137,0.17242573,3,3,12.2,8100.0,BUY,0.028688524590164022,-0.26524717,0.4376729,-0.26524717,2026-06-08 20:08:43
model3,2025-04-16,RYG,SELL,HOLD,0.41996053,0.23765476,0.34238473,3,3,13.0,1476900.0,HOLD,-0.023076923076923106,-0.0775758,0.41996053,-0.0775758,2026-06-08 20:08:43
model3,2025-04-17,RYG,SELL,HOLD,0.48532647,0.26948115,0.2451923,3,3,13.4,11100.0,SELL,-0.07462686567164178,-0.24013416,0.48532647,-0.24013416,2026-06-08 20:08:43
model3,2025-04-18,RYG,SELL,HOLD,0.43461546,0.30161607,0.2637685,3,3,13.45,10100.0,SELL,-0.055762081784386575,-0.17084697,0.43461546,-0.17084697,2026-06-08 20:08:43
model3,2025-04-21,RYG,SELL,HOLD,0.40866825,0.2936233,0.29770848,3,3,12.55,25900.0,HOLD,-0.003984063745020028,-0.11095977,0.40866825,-0.11095977,2026-06-08 20:08:43
model3,2025-04-22,RYG,SELL,HOLD,0.42828363,0.34423015,0.22748618,3,3,12.55,28000.0,HOLD,0.0,-0.20079745,0.42828363,-0.20079745,2026-06-08 20:08:43
model3,2025-04-23,RYG,SELL,HOLD,0.43397588,0.36522526,0.20079885,3,3,12.7,2000.0,HOLD,-0.00393700787401563,-0.23317702,0.43397588,-0.23317702,2026-06-08 20:08:43
model3,2025-04-24,RYG,SELL,HOLD,0.36572307,0.34206095,0.29221594,3,3,12.4,610700.0,HOLD,0.012096774193548487,-0.07350713,0.36572307,-0.07350713,2026-06-08 20:08:43
model3,2025-04-25,RYG,SELL,HOLD,0.42771327,0.37645906,0.1958277,3,3,12.7,12500.0,HOLD,-0.019685039370078705,-0.23188558,0.42771327,-0.23188558,2026-06-08 20:08:43
model3,2025-04-28,RYG,HOLD,HOLD,0.27034166,0.46642828,0.26323,3,3,12.5,4800.0,HOLD,-0.0040000000000000036,-0.0071116686,0.46642828,-0.0071116686,2026-06-08 20:08:43
model3,2025-04-29,RYG,HOLD,HOLD,0.24370883,0.47452328,0.28176793,3,3,12.55,3600.0,HOLD,-0.007968127490039945,0.0380591,0.47452328,0.0380591,2026-06-08 20:08:43
model3,2025-05-05,RYG,HOLD,HOLD,0.3750577,0.41094875,0.2139936,3,3,12.65,10600.0,HOLD,-0.01976284584980237,-0.1610641,0.41094875,-0.1610641,2026-06-08 20:08:43
model3,2025-05-06,RYG,HOLD,HOLD,0.24161947,0.5042085,0.25417197,3,3,12.55,1100.0,HOLD,-0.015936254980079778,0.0125525,0.5042085,0.0125525,2026-06-08 20:08:43
model3,2025-05-07,RYG,HOLD,HOLD,0.3245002,0.47878674,0.19671312,3,3,12.45,2400.0,HOLD,-0.012048192771084265,-0.12778708,0.47878674,-0.12778708,2026-06-08 20:08:43
model3,2025-05-08,RYG,HOLD,HOLD,0.26613322,0.5318269,0.20203982,3,3,12.45,10200.0,HOLD,-0.004016064257028051,-0.064093396,0.5318269,-0.064093396,2026-06-08 20:08:43
model3,2025-05-09,RYG,HOLD,HOLD,0.26930177,0.5423005,0.18839774,3,3,12.45,2400.0,HOLD,-0.004016064257028051,-0.08090404,0.5423005,-0.08090404,2026-06-08 20:08:43
model3,2025-05-12,RYG,HOLD,HOLD,0.21984316,0.5988004,0.18135643,3,3,12.4,5600.0,HOLD,0.004032258064516014,-0.038486734,0.5988004,-0.038486734,2026-06-08 20:08:43
model3,2025-05-13,RYG,HOLD,HOLD,0.2118682,0.6066635,0.18146825,3,3,12.35,2200.0,HOLD,0.0,-0.030399948,0.6066635,-0.030399948,2026-06-08 20:08:43
model3,2025-05-14,RYG,HOLD,HOLD,0.20396258,0.606695,0.18934238,3,3,12.3,6500.0,HOLD,0.0,-0.0146202,0.606695,-0.0146202,2026-06-08 20:08:43
model3,2025-05-15,RYG,HOLD,HOLD,0.19661105,0.6204676,0.18292129,3,3,12.4,5700.0,HOLD,-0.016129032258064613,-0.013689756,0.6204676,-0.013689756,2026-06-08 20:08:43
model3,2025-05-16,RYG,HOLD,HOLD,0.31567794,0.54140246,0.14291964,3,3,12.4,10300.0,HOLD,-0.008064516129032251,-0.1727583,0.54140246,-0.1727583,2026-06-08 20:08:43
model3,2025-05-19,RYG,HOLD,HOLD,0.17653348,0.66004527,0.16342132,3,3,12.45,5400.0,HOLD,-0.012048192771084265,-0.013112158,0.66004527,-0.013112158,2026-06-08 20:08:43
model3,2025-05-20,RYG,HOLD,HOLD,0.1797385,0.60224414,0.21801735,3,3,12.35,404700.0,HOLD,0.004048582995951566,0.038278848,0.60224414,0.038278848,2026-06-08 20:08:43
model3,2025-05-21,RYG,HOLD,HOLD,0.16853422,0.6513796,0.18008623,3,3,12.3,5000.0,HOLD,0.0,0.011552006,0.6513796,0.011552006,2026-06-08 20:08:43
model3,2025-05-22,RYG,HOLD,HOLD,0.13285355,0.71593153,0.15121487,3,3,12.2,2400.0,HOLD,0.00819672131147553,0.018361315,0.71593153,0.018361315,2026-06-08 20:08:43
model3,2025-05-23,RYG,HOLD,HOLD,0.105545595,0.7533561,0.14109829,3,3,12.3,3100.0,BUY,0.06910569105691056,0.035552695,0.7533561,0.035552695,2026-06-08 20:08:43
model3,2025-05-26,RYG,HOLD,HOLD,0.12768933,0.73540366,0.13690704,3,3,12.3,1100.0,BUY,0.1382113821138211,0.009217709,0.73540366,0.009217709,2026-06-08 20:08:43
model3,2025-05-27,RYG,HOLD,HOLD,0.10719503,0.771861,0.12094395,3,3,12.4,1000.0,BUY,0.11290322580645173,0.013748921,0.771861,0.013748921,2026-06-08 20:08:43
model3,2025-05-28,RYG,HOLD,HOLD,0.091288745,0.7940573,0.114653945,3,3,12.3,2200.0,BUY,0.07317073170731692,0.0233652,0.7940573,0.0233652,2026-06-08 20:08:43
model3,2025-05-29,RYG,HOLD,HOLD,0.08755468,0.8104424,0.10200289,3,3,12.3,1100.0,BUY,0.05691056910569103,0.014448211,0.8104424,0.014448211,2026-06-08 20:08:43
model3,2025-05-30,RYG,HOLD,HOLD,0.35936865,0.3620543,0.27857703,3,3,13.15,4020300.0,HOLD,0.0038022813688212143,-0.08079162,0.3620543,-0.08079162,2026-06-08 20:08:43
model3,2025-06-02,RYG,SELL,HOLD,0.41815123,0.36955568,0.21229304,3,3,14.0,31100.0,SELL,-0.042857142857142816,-0.20585819,0.41815123,-0.20585819,2026-06-08 20:08:43
model3,2025-06-03,RYG,SELL,HOLD,0.39755538,0.34913847,0.25330612,3,3,13.8,137700.0,SELL,-0.0434782608695653,-0.14424926,0.39755538,-0.14424926,2026-06-08 20:08:43
model3,2025-06-04,RYG,SELL,HOLD,0.4130342,0.36873433,0.21823148,3,3,13.2,39500.0,HOLD,-0.0037878787878786735,-0.19480272,0.4130342,-0.19480272,2026-06-08 20:08:43
model3,2025-06-05,RYG,SELL,HOLD,0.442747,0.3856432,0.1716098,3,3,13.0,9500.0,HOLD,0.0,-0.27113718,0.442747,-0.27113718,2026-06-08 20:08:43
model3,2025-06-06,RYG,HOLD,HOLD,0.36201292,0.4452534,0.19273368,3,3,13.2,1000.0,HOLD,-0.018939393939393923,-0.16927925,0.4452534,-0.16927925,2026-06-08 20:08:43
model3,2025-06-09,RYG,HOLD,HOLD,0.30963868,0.44232607,0.24803518,3,3,13.4,200.0,SELL,-0.03358208955223885,-0.0616035,0.44232607,-0.0616035,2026-06-08 20:08:43
model3,2025-06-10,RYG,HOLD,HOLD,0.2619592,0.4758152,0.26222557,3,3,13.2,400.0,HOLD,-0.022727272727272596,0.00026637316,0.4758152,0.00026637316,2026-06-08 20:08:43
model3,2025-06-12,RYG,HOLD,HOLD,0.37560314,0.44692367,0.17747319,3,3,13.15,1600.0,HOLD,-0.0038022813688213253,-0.19812995,0.44692367,-0.19812995,2026-06-08 20:08:43
model3,2025-06-16,RYG,HOLD,HOLD,0.25583854,0.5270967,0.21706477,3,3,13.0,1300.0,HOLD,0.023076923076923217,-0.038773775,0.5270967,-0.038773775,2026-06-08 20:08:43
model3,2025-06-17,RYG,HOLD,HOLD,0.3477557,0.48056257,0.17168178,3,3,12.95,2200.0,SELL,-0.03474903474903468,-0.17607392,0.48056257,-0.17607392,2026-06-08 20:08:43
